HP:0000133	Gonadal dysgenesis	Mixed gonadal dysgenesis|Pure gonadal dysgenesis		HP:0003243	HP:0000812	Gonadal Dysgenesis
HP:0000134	Female hypogonadism	Hypogonadism, female			HP:0000135|HP:0000137	
HP:0000135	Hypogonadism				HP:0000080|HP:0008373	Hypogonadism
HP:0000136	Bifid uterus				HP:0000130	
HP:0000137	Abnormality of the ovary	Abnormality of the ovaries	Ovarian disease		HP:0000008	
HP:0000138	Ovarian cyst	Cystic abnormalities of the ovaries|Cystic ovaries|Ovarian cystic abnormality		HP:0000146	HP:0000137	Ovarian cysts
HP:0000139	Uterine prolapse			HP:0100824	HP:0000130|HP:0100823	Uterine Prolapse
HP:0000140	Abnormality of the menstrual cycle		Menstrual abnormalities		HP:0000008|HP:0000858	
HP:0000141	Amenorrhea				HP:0000140	Amenorrhea
HP:0000142	Abnormality of the vagina	Vaginal malformation		HP:0008650	HP:0000008	
HP:0000143	Rectovaginal fistula				HP:0004320|HP:0100590	Rectovaginal fistula
HP:0000144	Decreased fertility	Abnormal fertility			HP:0000080	
HP:0000145	Transverse vaginal septum	Transverse vaginal membrane			HP:0001153	
HP:0000147	Polycystic ovaries	Polycystic ovary|Polycystic ovary disease|Sclerocystic ovaries		HP:0008644|HP:0008657	HP:0000138	
HP:0000148	Vaginal atresia				HP:0000142|HP:0001827	
HP:0000149	Ovarian gonadoblastoma	Gonadoblastoma, female			HP:0000150|HP:0100615	
HP:0000150	Gonadoblastoma			HP:0006745	HP:0000812|HP:0100728	Gonadoblastoma
HP:0000151	Aplasia of the uterus	Absent uterus|uterus absent			HP:0008684	
HP:0000152	Abnormality of head or neck	Head and neck abnormality			HP:0000118	
HP:0000153	Abnormality of the mouth				HP:0000271	Mouth Abnormalities
HP:0000154	Wide mouth	Broad mouth|Large mouth|Macrostomia		HP:0000181|HP:0002052	HP:0011337	Macrostomia
HP:0000155	Oral ulcer				HP:0011830	Oral Ulcer
HP:0000157	Abnormality of the tongue	Tongue abnormality			HP:0000163	
HP:0000158	Macroglossia	Hyperplasia of the tongue|Hypertrophy of the tongue|Large tongue|Tongue hypertrophy		HP:0000203	HP:0000157|HP:0003712	Macroglossia
HP:0000159	Abnormality of the lip	Lip abnormality			HP:0000153	
HP:0000160	Narrow mouth	Microstomia|Small mouth|Small oral aperture		HP:0002261|HP:0009095|HP:0009096	HP:0011337	Microstomia
HP:0000161	Median cleft lip	Midline cleft lip			HP:0000204	
HP:0000162	Glossoptosis				HP:0000157	
HP:0000163	Abnormality of the oral cavity				HP:0000153	
HP:0000164	Abnormality of the teeth	Abnormal dentition|Abnormal teeth|Dental abnormalities|Dental abnormality|Dental anomalies	Tooth abnormalities	HP:0001567|HP:0006296|HP:0006348	HP:0000163	Tooth Abnormalities
HP:0000166	Severe periodontitis				HP:0000704	
HP:0000168	Abnormality of the gingiva	Gingival abnormality			HP:0000163|HP:0011830	
HP:0000169	Gingival fibromatosis	Gingival fibroma|Gingival fibrous nodules			HP:0000168|HP:0010614	Fibromatosis, Gingival
HP:0000171	Microglossia	Hypoglossia|Hypoplasia of the tongue|Hypoplastic tongue|Rudimentary tongue|Small tongue		HP:0000226|HP:0009079	HP:0010295	Microglossia
HP:0000172	Abnormality of the uvula				HP:0100736	
HP:0000174	Abnormality of the palate	Palate abnormality			HP:0000163	
HP:0000175	Cleft palate				HP:0000202|HP:0100737	Cleft palate
HP:0000176	Submucous cleft hard palate	Submucosal cleft palate	Submucous clefting	HP:0000208|HP:0002746|HP:0009091	HP:0100737|HP:0410005	
HP:0000177	Abnormality of upper lip				HP:0000159	
HP:0000178	Abnormality of lower lip				HP:0000159	
HP:0000179	Thick lower lip vermilion	Prominent lower lip	Full lower lip|Thick lower lip	HP:0000170	HP:0000178|HP:0012471	
HP:0000180	Lobulated tongue	Lobulate tongue			HP:0000157	
HP:0000182	Movement abnormality of the tongue				HP:0000157	
HP:0000183	Difficulty in tongue movements				HP:0000182	
HP:0000185	Cleft soft palate				HP:0100736|HP:0410004	
HP:0000187	Broad alveolar ridges	Broad alveolar margins|Widened alveolar ridges			HP:0006477	
HP:0000188	Short upper lip			HP:0200087	HP:0000177	
HP:0000189	Narrow palate				HP:0000174	
HP:0000190	Abnormality of oral frenula				HP:0000163	
HP:0000191	Accessory oral frenulum	Extra oral frenulum|Supernumerary oral frenulum			HP:0000190	
HP:0000193	Bifid uvula	Cleft uvula|Uvula bifida		HP:0000173	HP:0000172	
HP:0000194	Open mouth		OPEN MOUTH APPEARANCE		HP:0011338	
HP:0000196	Lower lip pit				HP:0000178|HP:0100269	
HP:0000197	Abnormality of parotid gland				HP:0010286	
HP:0000198	Absence of Stensen duct	Absent stensen duct			HP:0000197	
HP:0000199	Tongue nodules				HP:0000157	
HP:0000200	Short lingual frenulum	Short tongue frenulum			HP:0000190	
HP:0000201	Pierre-Robin sequence	Pierre Robin sequence|Robin sequence			HP:0000153	Pierre Robin Syndrome
HP:0000202	Oral cleft	Oral clefting	Cleft lip, cleft palate|Cleft lip/palate		HP:0000153	
HP:0000204	Cleft upper lip		Cleft lip|Cleft of upper lip		HP:0000177|HP:0000202	Cleft lip
HP:0000205	Pursed lips				HP:0011338	
HP:0000206	Glossitis				HP:0000157	Glossitis
HP:0000207	Triangular mouth	Triangular shaped mouth			HP:0011338	
HP:0000211	Trismus				HP:0000277	Trismus
HP:0000212	Gingival overgrowth	Gingival hyperplasia|Gingival hypertrophy|Gum hypertrophy		HP:0000195	HP:0000168	Gingival Overgrowth
HP:0000214	Lip telangiectasia	Lip telangiectases|TELANGIECTASIA OF THE LIPS			HP:0000159|HP:0000228	
HP:0000215	Thick upper lip vermilion	Prominent upper lip|Thick upper lip|Thick vermilion border of upper lip		HP:0000231	HP:0011339|HP:0012471	
HP:0000216	Broad secondary alveolar ridge	Secondary alveolar ridges			HP:0000187	
HP:0000217	Xerostomia	Dry mouth|Reduced salivation		HP:0002709|HP:0100756	HP:0100755	Xerostomia
HP:0000218	High palate	High arched palate|High narrow palate|High, arched palate|High-arched palate|Narrow and high arched palate|Narrow, high-arched palate|Narrow, highly arched palate|Palate high-arched		HP:0000156|HP:0009080|HP:0009082|HP:0009097	HP:0000174	
HP:0000219	Thin upper lip vermilion	Thin upper lip|Thin vermilion border of upper lip	THIN UPPER LIPS	HP:0200062|HP:0200086	HP:0000233|HP:0011339	
HP:0000220	Velopharyngeal insufficiency	Velopharyngeal incompetence			HP:0100736	Velopharyngeal Insufficiency
HP:0000221	Furrowed tongue	Prominent tongue grooves|Scrotal tongue			HP:0000157	Tongue, Fissured
HP:0000222	Gingival hyperkeratosis	Hyperkeratosis, gingival		HP:0007539	HP:0000168|HP:0000962	
HP:0000223	Abnormality of taste sensation				HP:0000157|HP:0012638	
HP:0000224	Decreased taste sensation	Decreased taste			HP:0000223	
HP:0000225	Gingival bleeding	Oral bleeding		HP:0000167	HP:0000168|HP:0001892	
HP:0000227	Tongue telangiectasia				HP:0000157|HP:0000228	
HP:0000228	Oral cavity teleangiectasia				HP:0011830|HP:0100579	
HP:0000230	Gingivitis				HP:0000168	Gingivitis
HP:0000232	Everted lower lip vermilion	Drooping lower lip|Everted lower lip|Everted prominent lower lip	Protruding lower lip	HP:0000184|HP:0002264|HP:0002712|HP:0004665|HP:0009086|HP:0009093	HP:0000178|HP:0012472	
HP:0000233	Thin vermilion border	Thin lips|Thin vermillion	THIN VERMILION BORDERS	HP:0000213	HP:0000159	
HP:0000234	Abnormality of the head	Head abnormality			HP:0000152	
HP:0000235	Abnormality of the fontanelles or cranial sutures				HP:0002683	
HP:0000236	Abnormality of the anterior fontanelle				HP:0011328	
HP:0000237	Small anterior fontanelle	Small anterior fontanel			HP:0000236	
HP:0000238	Hydrocephalus	Hydrocephaly|Nonsyndromal hydrocephalus		HP:0007189|HP:0008503	HP:0002118|HP:0002921	Hydrocephalus
HP:0000239	Large fontanelles	Enlarged fontanelles|Large fontanel|Large fontanelle|Large fontanels|Large, late-closing fontanelle|Wide fontanelles		HP:0004473	HP:0011328	
HP:0000240	Abnormality of skull size				HP:0000929	
HP:0000242	Parietal bossing	Biparietal bossing|Bossing of parietal bone		HP:0004641	HP:0002696	
HP:0000243	Trigonocephaly				HP:0002648	
HP:0000244	Brachyturricephaly	Turribrachycephaly			HP:0000248|HP:0000262	
HP:0000245	Abnormality of the sinuses				HP:0011821	
HP:0000246	Sinusitis				HP:0000245	Sinusitis
HP:0000248	Brachycephaly			HP:0002258|HP:0004479|HP:0008512	HP:0002648	
HP:0000250	Dense calvaria				HP:0002683|HP:0004330	
HP:0000252	Microcephaly	Decreased head circumference|Reduced head circumference|Small head circumference		HP:0001366|HP:0005485|HP:0005489|HP:0005497	HP:0000240|HP:0007364	Microcephaly
HP:0000253	Progressive microcephaly	Microcephaly, postnatal, progressive|Microcephaly, progressive			HP:0000252	
HP:0000255	Acute sinusitis				HP:0000246	
HP:0000256	Macrocephaly	Increased head circumference|Large head|Large head circumference|Macrocrania		HP:0005491|HP:0005496|HP:0200135	HP:0000240	Macrocephaly
HP:0000260	Wide anterior fontanel	Large anterior fontanel|Large anterior fontanelle|Large open anterior fontanel|Large open anterior fontanelle|Wide anterior fontanelle|Wide open anterior fontanelle	LARGE ANTERIOR FONTANELS		HP:0000236|HP:0000239	
HP:0000262	Turricephaly			HP:0001356	HP:0002648	
HP:0000263	Oxycephaly		Acrocephaly		HP:0000262	
HP:0000264	Abnormality of the mastoid				HP:0000929	
HP:0000265	Mastoiditis				HP:0000264	Mastoiditis
HP:0000267	Cranial asymmetry				HP:0002648	
HP:0000268	Dolichocephaly	Large dolichocephalic skull|Scaphocephaly|Turridolichocephaly		HP:0000258|HP:0005440	HP:0002648	
HP:0000269	Prominent occiput			HP:0004489	HP:0011217	
HP:0000270	Delayed cranial suture closure	Broad late closing cranial sutures|Delayed closure of fontanel|Delayed closure of fontanelles|Delayed closure of the fontanelles|Delayed fontanel closure|Delayed fontanelle closure|Late closing fontanelles|Late closure of fontanelle|Late-closing fontanelle|Open sutures		HP:0002704|HP:0003794	HP:0011329	
HP:0000271	Abnormality of the face				HP:0000234	
HP:0000272	Malar flattening	Depressed malar region|Flat midface|Malar hypoplasia|Mid-face hypoplasia		HP:0000312|HP:0000332|HP:0004642|HP:0004658|HP:0004671|HP:0005319|HP:0005443|HP:0005455|HP:0100846	HP:0001999|HP:0002692|HP:0005557|HP:0012369	
HP:0000273	Facial grimacing				HP:0005324	
HP:0000274	Small face	Small facies			HP:0001999	
HP:0000275	Narrow face	Narrow facies	Thin face	HP:0000318	HP:0000274	
HP:0000276	Long face			HP:0000334	HP:0100729	
HP:0000277	Abnormality of the mandible			HP:0000209	HP:0011821	
HP:0000278	Retrognathia	Receding chin|Receding mandible		HP:0002053|HP:0002954	HP:0000277	
HP:0000280	Coarse facial features	Coarse face|Coarse facies		HP:0000281|HP:0004640	HP:0001999	
HP:0000282	Facial edema				HP:0000969|HP:0011799	
HP:0000283	Broad face				HP:0100729	
HP:0000284	Abnormality of the ocular region				HP:0000271	
HP:0000286	Epicanthus	Epicanthal fold|Epicanthal folds|Epicanthic folds|Epicanthus palpebralis		HP:0000624	HP:0000492	
HP:0000287	Increased facial adipose tissue				HP:0000291	
HP:0000288	Abnormality of the philtrum	Abnormal philtrum|Abnormality of the paralabial region		HP:0011216	HP:0000177	
HP:0000289	Broad philtrum	Wide philtrum			HP:0000288	
HP:0000290	Abnormality of the forehead				HP:0000271	
HP:0000291	Abnormality of facial adipose tissue				HP:0009124|HP:0011799	
HP:0000292	Loss of facial adipose tissue	Loss of facial subcutaneous adipose tissue|Loss of subcutaneous adipose tissue from face			HP:0000291|HP:0008887	
HP:0000293	Full cheeks		Chubby cheeks|Puffy cheeks	HP:0002262|HP:0004427	HP:0004426	
HP:0000294	Low anterior hairline	Low frontal hairline|Low-set frontal hairline			HP:0000599	
HP:0000295	Doll-like facies				HP:0001999	
HP:0000297	Facial hypotonia				HP:0000301|HP:0001252	
HP:0000298	Mask-like facies	Amimia|Expressionless face|Masklike facies			HP:0004673	
HP:0000300	Oval face				HP:0001999	
HP:0000301	Abnormality of facial musculature				HP:0003011|HP:0011799	
HP:0000303	Mandibular prognathia	Enlarged mandible|Large mandible|Mandible prognathism|Mandibular prognathism|Prognathia|Prognathism|Prominent chin|Prominent jaw|Relative mandibular prognathism		HP:0000251|HP:0000279|HP:0000328|HP:0002051|HP:0004648|HP:0004656|HP:0008514	HP:0000277|HP:0000306	Prognathism
HP:0000306	Abnormality of the chin				HP:0000271	
HP:0000307	Pointed chin	Small pointed chin		HP:0005330	HP:0000306	
HP:0000308	Microretrognathia	Retromicrognathia			HP:0000278|HP:0000347	
HP:0000309	Abnormality of the midface	Anomaly of the midface			HP:0000271	
HP:0000311	Round face	Round facial appearance|Round facies	Round, full face	HP:0000304|HP:0004653	HP:0001999	
HP:0000315	Abnormality of the orbital region				HP:0000271	
HP:0000316	Hypertelorism	Increased interpupillary distance|Ocular hypertelorism|Wide-set eyes|Widely spaced eyes|Widened interpupillary distance		HP:0000578|HP:0002001|HP:0004657|HP:0007871	HP:0100886	Hypertelorism
HP:0000317	Facial myokymia			HP:0004651	HP:0000301|HP:0002411	
HP:0000319	Smooth philtrum	Flat philtrum|Indistinct philtrum|Philtrum, smooth|Simple philtrum		HP:0000299|HP:0000323|HP:0004663	HP:0000288	
HP:0000320	Bird-like facies				HP:0001999	
HP:0000321	Square face				HP:0001999	
HP:0000322	Short philtrum			HP:0200090	HP:0000288	
HP:0000324	Facial asymmetry	Asymmetric facies		HP:0003775	HP:0001999	Facial Asymmetry
HP:0000325	Triangular face	Triangular facies		HP:0004645|HP:0004662|HP:0004668	HP:0001999	
HP:0000326	Abnormality of the maxilla				HP:0000309|HP:0011821	
HP:0000327	Hypoplasia of the maxilla	Hypoplastic maxilla|Hypoplastic maxillary bones|Maxillar hypoplasia|Maxillary hypoplasia|Small maxilla		HP:0004644	HP:0009117	
HP:0000329	Facial hemangioma	Facial hemangiomata			HP:0001028|HP:0011799	
HP:0000331	Short chin		Small chin		HP:0000306	
HP:0000336	Prominent supraorbital ridges	Prominent supraorbital ridge			HP:0100538	
HP:0000337	Broad forehead	Wide forehead		HP:0000352|HP:0000354	HP:0000290	
HP:0000338	Hypomimic face	Dull facial expression|Expressionless face		HP:0008769	HP:0000301|HP:0004673	
HP:0000339	Pugilistic facies				HP:0000280	
HP:0000340	Sloping forehead	Receding forehead		HP:0000351|HP:0004480|HP:0008493|HP:0008500	HP:0000290	
HP:0000341	Narrow forehead	Bitemporal narrowing|Bitemporal narrowness|Bitemporal skull narrowing|Intertemporal narrowing|Narrow bitemporal diameter|Temporal narrowness		HP:0000314|HP:0004674|HP:0004677	HP:0000290	
HP:0000343	Long philtrum				HP:0000288	
HP:0000346	Whistling appearance				HP:0000205	
HP:0000347	Micrognathia	Hypoplasia of mandible|Hypoplastic mandible|Hypoplastic mandible condyle|Mandibular hypoplasia|Small jaw|Small mandible		HP:0000210|HP:0000330|HP:0000345|HP:0002005|HP:0002674|HP:0004669|HP:0005460|HP:0005470	HP:0009118	Micrognathism
HP:0000348	High forehead			HP:0000342	HP:0000290	
HP:0000349	Widow's peak				HP:0009890	
HP:0000350	Small forehead				HP:0000290	
HP:0000356	Abnormality of the outer ear	Abnormal pinnae|Abnormality of the auricle|Ear anomalies|External ear malformations|Malformed pinnae|Outer ear abnormality		HP:0001752	HP:0000598	
HP:0000357	Abnormal location of ears	External ear position defect			HP:0000356	
HP:0000358	Posteriorly rotated ears	Ear, posterior angulation, increased|Posteriorly angulated ears|Posteriorly rotated|Posteriorly rotated auricles|Posteriorly-angulated ears|Posteriorly-rotated ears		HP:0008535	HP:0000357	
HP:0000359	Abnormality of the inner ear	Inner ear abnormality			HP:0000598	
HP:0000360	Tinnitus				HP:0000364	Tinnitus
HP:0000361	Pulsatile tinnitus (tympanic paraganglioma)				HP:0002864|HP:0008629	
HP:0000362	Otosclerosis				HP:0008628	Otosclerosis
HP:0000363	Abnormality of earlobe	Abnormal earlobe|Abnormality of ear lobe			HP:0000377	
HP:0000364	Hearing abnormality				HP:0000598	
HP:0000365	Hearing impairment	Congenital deafness|Congenital hearing loss|Deafness|Hearing defect	Hearing loss|Hypoacusis	HP:0000404|HP:0001728|HP:0001729|HP:0001754|HP:0008560|HP:0008563	HP:0000364	Deafness
HP:0000366	Abnormality of the nose				HP:0000271	
HP:0000368	Low-set, posteriorly rotated ears	Low-set posteriorly rotated ears			HP:0000358|HP:0000369	
HP:0000369	Low-set ears	Low set ears|Lowset ears|Melotia			HP:0000357	
HP:0000370	Abnormality of the middle ear	Middle ear abnormalities|Middle ear abnormality			HP:0000598	
HP:0000371	Acute otitis media				HP:0000388	
HP:0000372	Abnormality of the auditory canal	Auditory canal abnormality			HP:0000356	
HP:0000375	Abnormality of cochlea				HP:0011390	
HP:0000376	Incomplete partition of the cochlea type II		Mondini malformation		HP:0011373	
